01:03:07 - WARNING - fatih came in
01:03:07 - WARNING - fatih came in
01:03:07 - WARNING - fatih came in
01:03:08 - WARNING - fatih came in
01:03:08 - WARNING - fatih came in
01:03:08 - WARNING - fatih came in
01:03:08 - WARNING - fatih came in
01:03:08 - WARNING - fatih came in
01:03:08 - WARNING - fatih came in
01:03:08 - WARNING - fatih came in
01:03:08 - WARNING - fatih came in
01:03:08 - WARNING - fatih came in
01:03:09 - WARNING - fatih came in
01:03:09 - WARNING - fatih came in
01:03:09 - WARNING - fatih came in
01:03:09 - WARNING - Unknown entrance
01:03:09 - WARNING - Unknown entrance
01:03:09 - WARNING - Unknown entrance
01:03:09 - WARNING - Unknown entrance
01:03:09 - WARNING - Unknown entrance
01:03:09 - WARNING - Unknown entrance
01:03:10 - WARNING - Unknown entrance
01:03:10 - WARNING - fatih came in
01:03:10 - WARNING - fatih came in
01:03:10 - WARNING - fatih came in
01:03:10 - WARNING - fatih came in
01:03:10 - WARNING - fatih came in
01:03:10 - WARNING - fatih came in
01:03:10 - WARNING - fatih came in
01:03:10 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:11 - WARNING - fatih came in
01:03:12 - WARNING - fatih came in
01:03:12 - WARNING - fatih came in
01:03:12 - WARNING - fatih came in
01:03:12 - WARNING - fatih came in
01:03:12 - WARNING - fatih came in
01:03:12 - WARNING - fatih came in
01:03:12 - WARNING - fatih came in
01:03:12 - WARNING - fatih came in
01:03:12 - WARNING - fatih came in
01:03:13 - WARNING - fatih came in
01:03:13 - WARNING - fatih came in
01:03:13 - WARNING - fatih came in
01:03:13 - WARNING - fatih came in
01:03:13 - WARNING - fatih came in
01:03:13 - WARNING - fatih came in
01:03:13 - WARNING - Unknown entrance
01:03:13 - WARNING - Unknown entrance
01:03:13 - WARNING - Unknown entrance
01:03:14 - WARNING - Unknown entrance
01:03:14 - WARNING - Unknown entrance
01:03:14 - WARNING - Unknown entrance
01:03:14 - WARNING - fatih came in
01:03:14 - WARNING - fatih came in
01:03:14 - WARNING - fatih came in
01:03:14 - WARNING - fatih came in
01:03:14 - WARNING - fatih came in
01:03:14 - WARNING - fatih came in
01:03:15 - WARNING - fatih came in
01:03:15 - WARNING - fatih came in
01:03:15 - WARNING - fatih came in
01:03:15 - WARNING - fatih came in
01:03:15 - WARNING - fatih came in
01:03:15 - WARNING - fatih came in
01:03:15 - WARNING - fatih came in
01:03:15 - WARNING - fatih came in
01:03:15 - WARNING - fatih came in
2020-02-24 02:15:54,226 - WARNING - fatih came in
2020-02-24 02:15:54,391 - WARNING - fatih came in
2020-02-24 02:15:54,533 - WARNING - Unknown entrance
2020-02-24 02:15:54,708 - WARNING - fatih came in
2020-02-24 02:15:54,803 - WARNING - fatih came in
2020-02-24 02:15:54,904 - WARNING - fatih came in
2020-02-24 02:15:55,002 - WARNING - fatih came in
2020-02-24 02:15:55,100 - WARNING - fatih came in
2020-02-24 02:15:55,199 - WARNING - fatih came in
2020-02-24 02:15:55,299 - WARNING - fatih came in
2020-02-24 02:15:55,397 - WARNING - fatih came in
2020-02-24 02:15:55,496 - WARNING - fatih came in
2020-02-24 02:15:55,595 - WARNING - fatih came in
2020-02-24 02:15:55,696 - WARNING - fatih came in
2020-02-24 02:15:55,795 - WARNING - fatih came in
2020-02-24 02:15:55,901 - WARNING - fatih came in
2020-02-24 02:15:56,002 - WARNING - fatih came in
2020-02-24 02:15:56,103 - WARNING - fatih came in
2020-02-24 02:15:56,203 - WARNING - fatih came in
2020-02-24 02:15:56,305 - WARNING - fatih came in
2020-02-24 02:15:56,405 - WARNING - fatih came in
2020-02-24 02:15:56,508 - WARNING - fatih came in
2020-02-24 02:15:56,608 - WARNING - fatih came in
2020-02-24 02:15:56,708 - WARNING - fatih came in
2020-02-24 02:15:56,809 - WARNING - fatih came in
2020-02-24 02:15:56,910 - WARNING - fatih came in
2020-02-24 02:15:57,012 - WARNING - fatih came in
2020-02-24 02:15:57,113 - WARNING - fatih came in
2020-02-24 02:15:57,214 - WARNING - fatih came in
2020-02-24 02:15:57,316 - WARNING - fatih came in
2020-02-24 02:15:57,417 - WARNING - fatih came in
2020-02-24 02:15:57,516 - WARNING - fatih came in
2020-02-24 02:15:57,617 - WARNING - fatih came in
2020-02-24 02:15:57,717 - WARNING - fatih came in
2020-02-24 02:15:57,819 - WARNING - fatih came in
2020-02-24 02:15:57,919 - WARNING - fatih came in
2020-02-24 02:15:58,019 - WARNING - fatih came in
2020-02-24 02:15:58,121 - WARNING - fatih came in
2020-02-24 02:15:58,223 - WARNING - fatih came in
2020-02-24 02:15:58,327 - WARNING - fatih came in
2020-02-24 02:15:58,430 - WARNING - fatih came in
2020-02-24 02:15:58,534 - WARNING - fatih came in
2020-02-24 02:15:58,639 - WARNING - fatih came in
2020-02-24 02:15:58,744 - WARNING - fatih came in
2020-02-24 02:15:58,847 - WARNING - fatih came in
2020-02-24 02:15:58,947 - WARNING - fatih came in
2020-02-24 02:15:59,051 - WARNING - fatih came in
2020-02-24 02:15:59,156 - WARNING - fatih came in
2020-02-24 02:15:59,260 - WARNING - fatih came in
2020-02-24 02:15:59,366 - WARNING - fatih came in
2020-02-24 02:15:59,470 - WARNING - fatih came in
